job_id,job_title,company_name,company_rating,location,scraped_city,role_category,experience_raw,experience_min_yrs,experience_max_yrs,salary_raw,salary_min_lpa,salary_max_lpa,salary_disclosed,skills_required,skills_count,job_description,posted_date_raw,work_mode,company_size_bucket,job_url,data_source,scraped_at,salary_tier,experience_tier,is_senior,primary_city,skill_domain,salary_midpoint_lpa,days_since_posted,is_fresher_friendly,salary_negotiable
6302,ML Engineer,Logic Planet,2.8,Remote,Remote,Data Scientist,2-8 Yrs,2.0,8.0,Not Disclosed,0.0,0.0,False,"deep learning, data science, Opencv, Machine learning, Programming, Statistics, Python, Data",8,Technically proficient programmer who specializes in designing and developing machine l...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-ml-engineer-logicplanet-it-services-remote-2-to-8-years-230226504630,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Remote,AI/ML/DL,0.0,21.0,False,False
6303,Machine Learning Engineer,Alignerr,3.7,Remote,Remote,Data Scientist,20-25 Yrs,20.0,25.0,Not Disclosed,0.0,0.0,False,"Computer science, Analytical skills, Training, Usage, MIN, Machine learning, Author, Data quality",8,"Freelance perks: autonomy, flexibility, and global collaboration. -",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-machine-learning-engineer-alignerr-remote-20-to-25-years-230226502572,naukri.com,2025-06-10,Undisclosed,Lead/Architect (9+ Yrs),False,Remote,AI/ML/DL,0.0,21.0,False,False
6304,Staff Machine Learning Engineer (L4),Twilio,3.9,Remote,Remote,Data Scientist,7-12 Yrs,7.0,12.0,Not Disclosed,0.0,0.0,False,"deep learning, Product engineering, Coding, Artificial Intelligence, Machine learning, Agile, Healthcare, Monitoring",8,"Partner with product managers, tech leads, and stakeholders to analyze business problem...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-staff-machine-learning-engineer-l4-twilio-remote-7-to-12-years-220126503570,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Remote,AI/ML/DL,0.0,21.0,False,False
6305,Machine Learning Engineer,Codvo,3.5,Remote,Remote,Data Scientist,4-7 Yrs,4.0,7.0,Not Disclosed,0.0,0.0,False,"Automation testing, Version control, GIT, data science, Coding, Machine learning, Scrum, Object oriented programming",8,Experience: 5+ years . About the Role . We are looking for a hands-on Machine Learning ...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-machine-learning-engineer-codvo-ai-remote-4-to-7-years-171225503948,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,AI/ML/DL,0.0,21.0,False,False
6306,ML Engineer,Numerator,3.9,Remote,Remote,Data Scientist,2-8 Yrs,2.0,8.0,Not Disclosed,0.0,0.0,False,"algorithms, python, c++, c, data analytics, data analysis, natural language processing, data mining",8,We are looking for a well-rounded and passionate Software Engineer 2 to join our team i...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-ml-engineer-numerator-remote-2-to-8-years-120925504680,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Remote,AI/ML/DL,0.0,21.0,False,False
6307,AI Machine Learning Engineer,Sanfoundry,3.6,Remote,Remote,Data Scientist,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,False,"Computer vision, Scalability, Time series analysis, Network analysis, Demand forecasting, Social media, Machine learning, Fashion designing",8,"Experience working with heavily alternative data sets . Experience across NLP, sentimen...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-ai-machine-learning-engineer-sanfoundry-remote-2-to-5-years-100326504056,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Remote,AI/ML/DL,0.0,21.0,False,False
6308,Machine Learning Engineer,Devlats,4.4,Remote,Remote,Data Scientist,4-8 Yrs,4.0,8.0,Not Disclosed,0.0,0.0,False,"Product engineering, Statistical modeling, SOC, Machine learning, thermal, Telematics, model development, Automotive",8,Experience designing end-to-end ML pipelines from experimentation to deployment .,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-machine-learning-engineer-devlats-remote-4-to-8-years-080526502052,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,AI/ML/DL,0.0,21.0,False,False
6309,"Lead Product Manager, AI",Sidecar Health,3.6,Remote,Remote,Data Scientist,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,False,"Product management, Product quality, Health insurance, Data analysis, data science, Healthcare, Predictive modeling, SQL",8,"Bachelors or Masters degree in Computer Science, Information Systems, Business Administ...",1 week ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-lead-product-manager-ai-sidecar-health-remote-5-to-10-years-290526506935,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Remote,Data Science,0.0,7.0,False,False
6310,Senior Product Manager,Cognna,3.6,Remote,Remote,Data Scientist,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,False,"Product management, SOC, SAAS, Agile, Market research, Engineering Design, Stakeholder management, JIRA",8,"Working experience with SIEM, XDR and MDR solutions . Experience with JIRA, AI AI Proto...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-senior-product-manager-cognna-remote-5-to-10-years-220426501844,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Remote,Data Science,0.0,21.0,False,False
6311,Senior Cloudera Administrator with (CML),Xenon7,3.6,Remote,Remote,Data Scientist,7-12 Yrs,7.0,12.0,Not Disclosed,0.0,0.0,False,"Performance tuning, metadata, Linux, Networking, Machine learning, Data quality, Troubleshooting, Distribution system",8,We are seeking a highly experienced Senior Cloudera Administrator with experience with...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-senior-cloudera-administrator-with-cml-xenon7-remote-7-to-12-years-190226504355,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),True,Remote,AI/ML/DL,0.0,21.0,False,False
6312,Sr. BI Developer,i2e Consulting,4.0,Remote,Remote,Data Scientist,7-12 Yrs,7.0,12.0,Not Disclosed,0.0,0.0,False,"Automation, Data analysis, MySQL, Stored procedures, Apache, SSIS, microsoft, Analytics",8,"Full Time Bachelors or masters degree in computer science, Information Systems, Data Sc...",3+ weeks ago,Remote,Large (1000+),https://www.naukri.com/job-listings-sr-bi-developer-i2e-consulting-remote-7-to-12-years-210126503365,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),True,Remote,Business Intelligence,0.0,21.0,False,False
6313,"Senior Manager, Machine Learning",Twilio,3.9,Remote,Remote,Data Scientist,10-15 Yrs,0.0,0.0,Not Disclosed,0.0,0.0,False,"Computer science, orchestration, Operational excellence, GCP, Artificial Intelligence, Machine learning, Healthcare, Open source",8,"Qualifications . Twilio values diverse experiences from all kinds of industries, and we...",3 weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-senior-manager-machine-learning-twilio-remote-10-to-15-years-150526503537,naukri.com,2025-06-10,Undisclosed,Fresher,True,Remote,AI/ML/DL,0.0,21.0,True,False
6314,Architecture Senior Advisor AI Principal,Highbrow Technology Inc,2.8,Remote,Remote,Data Scientist,10-15 Yrs,0.0,0.0,Not Disclosed,0.0,0.0,False,"Computer science, Machine learning, Healthcare, Open source, Senior Advisor, Principal, Analytics, Monitoring",8,"Proficiency with Python, SQL, cloud-native AI platforms, and modern data stack (Databri...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-architecture-senior-advisor-ai-principal-highbrow-technology-inc-remote-10-to-15-years-110526500520,naukri.com,2025-06-10,Undisclosed,Fresher,True,Remote,AI/ML/DL,0.0,21.0,True,False
6315,Senior Fullstack Developer (React.js and HTML5),Infraveo Technologies,3.6,Remote,Remote,Data Scientist,4-7 Yrs,4.0,7.0,Not Disclosed,0.0,0.0,False,"Backend, Coding, Product innovation, Machine learning, Javascript, data privacy, Continuous improvement, SQL",8,"Preferred Qualifications: . . 6+ years of Full Stack Development experience, with expe...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-senior-fullstack-developer-react-js-and-html5-infraveo-technologies-remote-4-to-7-years-290525504860,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Remote,AI/ML/DL,0.0,21.0,False,False
6316,Senior Software Developer - Algorithm,Infraveo Technologies,3.6,Remote,Remote,Data Scientist,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,False,"Computer science, Backend, Data analysis, Analytical, Javascript, Agile, Data processing, Data structures",8,"Job_Description"":"" This is a remote position. We are seeking a Senior Software D...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-senior-software-developer-algorithm-infraveo-technologies-remote-3-to-6-years-290525504856,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Remote,Data Science,0.0,21.0,False,False
6317,Research Analyst,Tilda,4.1,Remote,Remote,Data Scientist,2-5 Yrs,2.0,5.0,Not Disclosed,0.0,0.0,False,"CRO, SAN, Administration, Site management, Automation, Pharma, Clinical research, Workflow",8,"Some understanding of basic medical terminology is helpful, but not requiredInteract wi...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-research-analyst-tilda-research-remote-2-to-5-years-150126500240,naukri.com,2025-06-10,Undisclosed,Junior (0-2 Yrs),False,Remote,Data Science,0.0,21.0,False,False
6318,Senior SQL tester with Databricks,Gray Acumen Technologies,4.5,Remote,Remote,Data Scientist,4-7 Yrs,4.0,7.0,Not Disclosed,0.0,0.0,False,"SAP BO, Root cause analysis, Data migration, Data validation, Test reporting, Analytical, data integrity, Test cases",8,. We are seeking a highly skilled SQL Test Engineer with strong experience in SQL testi...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-senior-sql-tester-with-databricks-gray-acumen-inc-remote-4-to-7-years-060226506209,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Remote,Business Intelligence,0.0,21.0,False,False
6319,"Senior Product Manager, Fleet Management",Keeptruckin,3.8,Remote,Remote,Data Scientist,4-7 Yrs,4.0,7.0,Not Disclosed,0.0,0.0,False,"Product management, Design engineering, Fleet management, Back office, Telematics, Sales engineering, Automotive, Sales support",8,MBB experience is a plus. What we look for . 4 7 years of B2B product management exper...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-senior-product-manager-fleet-management-keeptruckin-remote-4-to-7-years-060226506072,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Remote,Data Science,0.0,21.0,False,False
6320,Senior Python Developer and Frontend (React),Infraveo Technologies,3.6,Remote,Remote,Data Scientist,3-7 Yrs,3.0,7.0,Not Disclosed,0.0,0.0,False,"Basic, Front end, Postgresql, Analytical, Javascript, MongoDB, Apache, Object oriented programming",8,Experience: Minimum of 7 years of professional experience in Python developmentDatabase...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-senior-python-developer-and-frontend-react-infraveo-technologies-remote-3-to-7-years-290525504859,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Remote,Data Science,0.0,21.0,False,False
6321,Sr Design Technologist,Freelancer,4.1,Remote,Remote,Data Scientist,5-8 Yrs,5.0,8.0,Not Disclosed,0.0,0.0,False,"continuous integration, github, interfaces, ux, web services, microsoft azure, unity3d, engineering",8,"Professional experience designing and developing user interfaces, UX concepts, web site...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-sr-design-technologist-frog-remote-5-to-8-years-220126504180,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,Cloud & DevOps,0.0,21.0,False,False
6322,"Sr Developer, HR AI Technology",Labcorp Laboratories,3.9,Remote,Remote,Data Scientist,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,False,"ERP, Automation, Debugging, System integration, JSON, Analytics, SQL, CRM",8,"Bachelor s or Master s degree in Computer Science, Data Science, AI / ML, or related fi...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-sr-developer-hr-ai-technology-labcorp-laboratories-remote-3-to-6-years-200426504884,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Remote,Business Intelligence,0.0,21.0,False,False
6323,Senior AWS Solutions Architect- PTE,Programmers io,3.9,Remote,Remote,Data Scientist,12-16 Yrs,12.0,16.0,Not Disclosed,0.0,0.0,False,"Engineering services, Automation, Networking, SOC, Consulting, Cloud, Infrastructure, Healthcare",8,"Hands-on experience with CI / CD pipelines (Jenkins, GitHub Actions, AWS CodePipeline, ...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-senior-aws-solutions-architect-pte-programmers-io-remote-12-to-16-years-200226501922,naukri.com,2025-06-10,Undisclosed,Lead/Architect (9+ Yrs),True,Remote,Cloud & DevOps,0.0,21.0,False,False
6324,Senior Software Developer / Full Stack Developer,Sadhana It Solutions,3.6,Remote,Remote,Data Scientist,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,False,"nextjs, ci/cd, vue.js, redis, sql, database design, spring, react.js",8,We are looking for engineers with 3+ years of experience in frontend and backend tech...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-senior-software-developer-full-stack-developer-sadhana-it-solutions-remote-3-to-8-years-090625500017,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Remote,Cloud & DevOps,0.0,21.0,False,False
6325,Expert AI Engineer,Marktine,4.0,Remote,Remote,Data Scientist,10-15 Yrs,0.0,0.0,Not Disclosed,0.0,0.0,False,"Training, data science, Architecture, Cloud, microsoft azure, Deployment, MCP, Management",8,. Overview . We are seeking an experienced AI Engineer with a strong background in Data...,1 week ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-expert-ai-engineer-marktine-remote-10-to-15-years-010626504733,naukri.com,2025-06-10,Undisclosed,Fresher,False,Remote,AI/ML/DL,0.0,7.0,True,False
6326,Lead BI Developer (Tableau),Sparix Global,5.0,Remote,Remote,Data Scientist,7-12 Yrs,7.0,12.0,Not Disclosed,0.0,0.0,False,"Microstrategy, Version control, Business analysis, Analytical, Consulting, MySQL, Healthcare, Monitoring",8,Responsible for consulting for the client to understand their reporting needs and del...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-lead-bi-developer-tableau-sparix-global-private-limited-remote-7-to-12-years-240426500934,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),True,Remote,Business Intelligence,0.0,21.0,False,False
6327,RAG & Agentic AI Lead,Codvo,3.5,Remote,Remote,Data Scientist,7-12 Yrs,7.0,12.0,Not Disclosed,0.0,0.0,False,"Access control, Backend, orchestration, Architecture, Customer support, MCP, CRM, Python",8,Experience: 7+ Years . .,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-rag-agentic-ai-lead-codvo-ai-remote-7-to-12-years-240326502635,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),True,Remote,Data Science,0.0,21.0,False,False
6328,AI Team Lead,Progient Labs,4.9,Remote,Remote,Data Scientist,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,False,"Computer vision, GCP, Project management, Machine learning, Agile, Deployment, Team Leader, Management",8,"Experience with cloud platforms (AWS, GCP, Azure) and MLOps tools is a plusProven exper...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-ai-team-lead-progient-labs-remote-5-to-10-years-190625503449,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Remote,AI/ML/DL,0.0,21.0,False,False
6329,Applied AI Lead,Tellius,4.1,Remote,Remote,Data Scientist,5-7 Yrs,5.0,7.0,Not Disclosed,0.0,0.0,False,"Product management, Computer science, Automation, Data analysis, Competitive analysis, Presales, Business intelligence, Analytics",8,"Bachelor s degree in Computer Science, Data Science, Marketing, or a related fieldAdvan...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-applied-ai-lead-tellius-remote-5-to-7-years-100125506377,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Remote,Business Intelligence,0.0,21.0,False,False
6330,AI Practice Lead,E Tech Software,3.6,Remote,Remote,Data Scientist,12-17 Yrs,12.0,17.0,Not Disclosed,0.0,0.0,False,"Computer science, advanced analytics, Typesetting, Practice Lead, orchestration, data science, Consulting, Client engagement",8,"Job_Description"":"" We are looking for an experienced AI Practice Lead with...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-ai-practice-lead-etech-software-private-limited-remote-12-to-17-years-010426505974,naukri.com,2025-06-10,Undisclosed,Lead/Architect (9+ Yrs),True,Remote,Business Intelligence,0.0,21.0,False,False
6331,Technical Lead AI,Terra Edgesoft,3.6,Remote,Remote,Data Scientist,5-8 Yrs,5.0,8.0,Not Disclosed,0.0,0.0,False,"Computer science, Coding, Debugging, Machine learning, Technical Lead, Open source, Project delivery, Analytics",8,Must have a Bachelor s or Master s degree in computer science engineeringAI ExperienceE...,3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-technical-lead-ai-terra-edge-soft-private-limited-remote-5-to-8-years-301222500906,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Remote,AI/ML/DL,0.0,21.0,False,False
6332,SN analyze tech lead,Sparix Global,5.0,Remote,Remote,Data Scientist,5-9 Yrs,5.0,9.0,Not Disclosed,0.0,0.0,False,"SAP ECC, orchestration, SNP, Schema, Data structures, Management, Analytics, Monitoring",8,"We are looking for an experienced SNP Glue Consultant to manage, optimize, and troub...",3+ weeks ago,Remote,Small/Startup (<100),https://www.naukri.com/job-listings-sn-analyze-tech-lead-sparix-global-private-limited-remote-5-to-9-years-300426503803,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),True,Remote,Business Intelligence,0.0,21.0,False,False
